method_name	Fscoreall_value_1	Fscoreall_value_2	Fscoreall_value_3	Fscoreall_value_4	Fscoreall_value_5	average_value	max_value	min_value	precisionall_value_1	precisionall_value_2	precisionall_value_3	precisionall_value_4	precisionall_value_5	average_value	max_value	min_value	recallall_value_1	recallall_value_2	recallall_value_3	recallall_value_4	recallall_value_5	average_value	max_value	min_value	AUCall_value_1	AUCall_value_2	AUCall_value_3	AUCall_value_4	AUCall_value_5	average_value	max_value	min_value
abalone19_MLP_bm_10000_normal_num_10_half	0.019424150570858546	0.020920502092050212	0.017271157167530225	0.020920502092050212	0.02066115702479339	0.017271157167530225	0.019292604501607715	0.01897533206831119	0.009807768616154528	0.010570824524312896	0.008710801393728223	0.010570824524312896	0.010438413361169102	0.008710801393728223	0.00974025974025974	0.009578544061302681	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6820048832240906	0.7180722891566265	0.6320868516284681	0.7180722891566265	0.7144578313253012	0.6572289156626506	0.6320868516284681	0.6881785283474064
abalone19_MLP_bm_10000_bm_num_10_half	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4992765270975337	0.5	0.49819059107358266	0.5	0.49939759036144576	0.49939759036144576	0.49819059107358266	0.49939686369119424
abalone19_MLP_bm_10000_im_num_10_half	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49795180722891563	0.5	0.48975903614457833	0.5	0.48975903614457833	0.5	0.5	0.5
abalone19_MLP_bm_10000_both_num_10_half	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4992771084337349	0.5	0.4963855421686747	0.5	0.4963855421686747	0.5	0.5	0.5
abalone19_MLP_bm_8000_normal_num_10_half	0.01695801871626541	0.020120724346076455	0.01234567901234568	0.01890359168241966	0.01612903225806452	0.01234567901234568	0.017291066282420747	0.020120724346076455	0.008553355603287089	0.01016260162601626	0.006211180124223602	0.009541984732824428	0.008130081300813009	0.006211180124223602	0.00872093023255814	0.01016260162601626	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6265770924469896	0.7062726176115802	0.5180722891566265	0.6873493975903615	0.6325301204819277	0.5180722891566265	0.5886610373944512	0.7062726176115802
abalone19_MLP_bm_8000_bm_num_10_half	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49879459938669035	0.49939759036144576	0.49819059107358266	0.4987951807228916	0.49819277108433735	0.49939759036144576	0.49819059107358266	0.49939686369119424
abalone19_MLP_bm_8000_im_num_10_half	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4986746987951808	0.5	0.49337349397590363	0.5	0.49337349397590363	0.5	0.5	0.5
abalone19_MLP_bm_8000_both_num_10_half	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49939744502739547	0.5	0.4975903614457831	0.5	0.4975903614457831	0.5	0.49939686369119424	0.5
abalone19_MLP_bm_5000_normal_num_10_half	0.018540242845848966	0.02577319587628866	0.014124293785310734	0.018761726078799248	0.017211703958691912	0.014124293785310734	0.016830294530154277	0.02577319587628866	0.009360804257579089	0.013054830287206266	0.007112375533428165	0.00946969696969697	0.008680555555555556	0.007112375533428165	0.008486562942008486	0.013054830287206266	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6539395701018792	0.7720144752714113	0.5772014475271412	0.6849397590361446	0.6560240963855422	0.5795180722891566	0.5772014475271412	0.7720144752714113
abalone19_MLP_bm_5000_bm_num_10_half	0.09494949494949494	0.3636363636363636	0.0	0.3636363636363636	0.0	0.0	0.0	0.1111111111111111	0.08205128205128205	0.3333333333333333	0.0	0.3333333333333333	0.0	0.0	0.0	0.07692307692307693	0.12000000000000002	0.4	0.0	0.4	0.0	0.0	0.0	0.2	0.5562627348961587	0.6975903614457831	0.4939759036144578	0.6975903614457831	0.4939759036144578	0.49939759036144576	0.49758745476477684	0.5927623642943305
abalone19_MLP_bm_5000_im_num_10_half	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4996385542168674	0.5	0.49819277108433735	0.5	0.49819277108433735	0.5	0.5	0.5
abalone19_MLP_bm_5000_both_num_10_half	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4984331536035578	0.5	0.4951807228915663	0.5	0.4951807228915663	0.49939759036144576	0.4987937273823884	0.4987937273823884
abalone19_MLP_bm_2000_normal_num_10_half	0.018394191699969583	0.021778584392014518	0.015503875968992248	0.0196078431372549	0.015923566878980888	0.015503875968992248	0.021778584392014518	0.019157088122605363	0.00928390529557358	0.011009174311926606	0.0078125	0.009900990099009901	0.008025682182985553	0.0078125	0.011009174311926606	0.009671179883945842	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6620159286119145	0.6987951807228916	0.6174698795180723	0.6987951807228916	0.6277108433734939	0.6174698795180723	0.6749095295536791	0.6911942098914354
abalone19_MLP_bm_2000_bm_num_10_half	0.09047619047619046	0.2857142857142857	0.0	0.16666666666666666	0.0	0.0	0.0	0.2857142857142857	0.05855263157894737	0.1875	0.0	0.10526315789473684	0.0	0.0	0.0	0.1875	0.2	0.6	0.0	0.4	0.0	0.0	0.0	0.6	0.593370441960847	0.7921592279855247	0.49457831325301205	0.6897590361445782	0.49457831325301205	0.4951807228915663	0.4951749095295537	0.7921592279855247
abalone19_MLP_bm_2000_im_num_10_half	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49867411745897944	0.5	0.49698795180722893	0.49939759036144576	0.49698795180722893	0.49939759036144576	0.49758745476477684	0.5
abalone19_MLP_bm_2000_both_num_10_half	0.05714285714285715	0.28571428571428575	0.0	0.28571428571428575	0.0	0.0	0.0	0.0	0.1	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.04	0.2	0.0	0.2	0.0	0.0	0.0	0.0	0.5175896347755315	0.5993975903614458	0.4927710843373494	0.5993975903614458	0.4927710843373494	0.4987951807228916	0.49758745476477684	0.49939686369119424
abalone19_MLP_im_20000_normal_num_10_half	0.05	0.25	0.0	0.25	0.0	0.0	0.0	0.0	0.06666666666666667	0.3333333333333333	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.04	0.2	0.0	0.2	0.0	0.0	0.0	0.0	0.5178300172947521	0.5987951807228916	0.4969843184559711	0.5987951807228916	0.4975903614457831	0.49819277108433735	0.49758745476477684	0.4969843184559711
abalone19_MLP_im_20000_bm_num_10_half	0.05	0.25	0.0	0.25	0.0	0.0	0.0	0.0	0.06666666666666667	0.3333333333333333	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.04	0.2	0.0	0.2	0.0	0.0	0.0	0.0	0.5178300172947521	0.5987951807228916	0.4969843184559711	0.5987951807228916	0.4975903614457831	0.49819277108433735	0.49758745476477684	0.4969843184559711
abalone19_MLP_im_20000_im_num_10_half	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4993972996933452	0.5	0.4987951807228916	0.5	0.4987951807228916	0.49939759036144576	0.49939686369119424	0.49939686369119424
abalone19_MLP_im_20000_both_num_10_half	0.05	0.25	0.0	0.25	0.0	0.0	0.0	0.0	0.06666666666666667	0.3333333333333333	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.04	0.2	0.0	0.2	0.0	0.0	0.0	0.0	0.5181916084119349	0.5987951807228916	0.4969843184559711	0.5987951807228916	0.49819277108433735	0.4987951807228916	0.49819059107358266	0.4969843184559711
abalone19_MLP_im_15000_normal_num_10_half	0.05	0.25	0.0	0.25	0.0	0.0	0.0	0.0	0.06666666666666667	0.3333333333333333	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.04	0.2	0.0	0.2	0.0	0.0	0.0	0.0	0.5177096807010915	0.5987951807228916	0.49698795180722893	0.5987951807228916	0.49698795180722893	0.4975903614457831	0.49758745476477684	0.49758745476477684
abalone19_MLP_im_15000_bm_num_10_half	0.05	0.25	0.0	0.25	0.0	0.0	0.0	0.0	0.06666666666666667	0.3333333333333333	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.04	0.2	0.0	0.2	0.0	0.0	0.0	0.0	0.5177096807010915	0.5987951807228916	0.49698795180722893	0.5987951807228916	0.49698795180722893	0.4975903614457831	0.49758745476477684	0.49758745476477684
abalone19_MLP_im_15000_im_num_10_half	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4995179269551063	0.5	0.49939686369119424	0.49939759036144576	0.49939759036144576	0.49939759036144576	0.49939686369119424	0.5
abalone19_MLP_im_15000_both_num_10_half	0.05714285714285715	0.28571428571428575	0.0	0.28571428571428575	0.0	0.0	0.0	0.0	0.1	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.04	0.2	0.0	0.2	0.0	0.0	0.0	0.0	0.5184327176014067	0.5993975903614458	0.49758745476477684	0.5993975903614458	0.4987951807228916	0.49819277108433735	0.49819059107358266	0.49758745476477684
abalone19_MLP_im_10000_normal_num_10_half	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4963835074919703	0.4987951807228916	0.4939759036144578	0.4987951807228916	0.4939759036144578	0.4975903614457831	0.4969843184559711	0.4945717732207479
abalone19_MLP_im_10000_bm_num_10_half	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49662461668144225	0.4987951807228916	0.49457831325301205	0.4987951807228916	0.49457831325301205	0.4975903614457831	0.4969843184559711	0.4951749095295537
abalone19_MLP_im_10000_im_num_10_half	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49927681776563426	0.49939759036144576	0.4987951807228916	0.49939759036144576	0.4987951807228916	0.49939759036144576	0.49939686369119424	0.49939686369119424
abalone19_MLP_im_10000_both_num_10_half	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4979506445565131	0.4987951807228916	0.49758745476477684	0.4987951807228916	0.4975903614457831	0.49819277108433735	0.49758745476477684	0.49758745476477684
abalone19_MLP_im_8000_normal_num_10_half	0.07521367521367521	0.22222222222222224	0.0	0.22222222222222224	0.0	0.0	0.15384615384615383	0.0	0.07857142857142857	0.25	0.0	0.25	0.0	0.0	0.14285714285714285	0.0	0.07333333333333333	0.2	0.0	0.2	0.0	0.0	0.16666666666666666	0.0	0.5322066553306108	0.5981927710843373	0.491566265060241	0.5981927710843373	0.491566265060241	0.49698795180722893	0.5797145154804987	0.4945717732207479
